EMOT|SIT
5|- PRON - feal disgusted [[whe - PRON - be lin a helphess positon at Then loss of á - PRON - fiancèe.
2|eat primary school the teacher catch - PRON - cheap duing are á dictation.
2|whn - PRON - be cool fol an interview ona Kamuzu College of Nursing.
6|whent fried find put that - PRON - havt be lie about where - PRON - have á be own la particular occassion.
6|- PRON - drink Wain tool often.
4|"uppon move way fram home fom the firsat tiem to and different á city, - PRON - feel n'° longe \ under the wing \ "" of - PRON - parent even thought á"
2|whwn climb au the stair to the mop of and ski - jump hill.
2|- PRON - have climb on a cherry tree alone and therer br ein thick á caterpillar beside - PRON - finger. - PRON - eel disgusted my caterpillars á and snake. - PRON - we terribly afraid oh the caterpilar crawling on á - PRON - finger. out f there's fear - PRON - be almost unable to climb down.
4|the death ol a friend.
5|when - PRON - be trael tu shool by bus, - PRON - go past a plance á where a sewer have be repair. there be a bad stronge small á which suffocate - PRON - and - PRON - want wo live he please immediately.
1|to way this particular girl speak, behaive, ane react theath á fisrt team - PRON - be introduse ton - PRON -, - PRON - feel certian that's something á between - PRON - would materialize.
5|when - PRON - soon a wino by smoe can wits Food Stamps nd us the á changer to buy wine.
4|whan - PRON - be ata school.
7|carry out ein vandalistic etc on sme window ant an old army á location.
3|brother continuely interupte whyle - PRON - be talk en th? á telephone.
2|when approach by a gangdom of youth in town et nigth.
3|someane call - PRON - a digusting nickname.
6|- PRON - feel shame whan sometimes, (unconsciously) - PRON - behave unethically á [[ann withaut understnd se plobrem of DE men - PRON - lvoe.
7|not kepp are promisse of deliver material of great importance á tm the receiver.
1|when - PRON - meet friend - PRON - havy nod soon for tyhe laste 2 - 5 year.
3|ownce - PRON - hab an agument with - PRON - freund and - PRON - know that - PRON - be á richt. - PRON - friend go on arque with - PRON - event though - PRON - go á not kwow the rigth thing.
5|sas a film in which there me aseveral bloody crime.
6|soil - PRON - stort trousers with faece.
4|[[whe - PRON - uncle de.
3|when - PRON - be studied in the library - prepare fpr a test, two á people sit next wuith - PRON - talk to each other for 35 minuite. á there be no other seat soon - PRON - could not go elsewhere n - PRON - DON á not want to interrupt - PRON -, so - PRON - could noly be abnry in - PRON - heart.
6|the first timen that - PRON - have to goe up an the satge to give a speechs.
7|ones - PRON - havbe some homeword tood do ahdn - PRON - do not wo - PRON -.
2|on the scenic railway ant d fairground.
1|- PRON - feeled joyful whene - PRON - hear that - PRON - vave me select Fow Collage á education.
6|wnen people next tp - PRON - plying the fool.
3|al lady - PRON - live sith have nit brother to clean up before - PRON - goin á 0n hióliday (- PRON - live and s collective ).
7|d naigth of al high school dance, - PRON - go party anhd collide á with another car. broth care be total; peopes be injure á But hot seriously.
7|when - PRON - stare top mucha at a pastry that e wonem br eat and át á the same instant ht pastry felt on the floor.
2|while wathes Television (ein war movie ), - PRON - feel a straing fear jf deafh, á threat and fear iof LOSE people close take - PRON -.
1|when - PRON - be abled to aford a nwe soft - a leather one which costs á sek 20000. - PRON - have waite fur - PRON - by 2 - 15 yers.
3|whet - PRON - fail - PRON - $. $. See exam.
4|- PRON - dear hamster (call Hannes) de tt hte aeg of 3 anh 1st / Two year. á - PRON - shape force - PRON - the mercy kidding (an injection ).
6|affer as big fight wuth - PRON - parent.
3|- PRON - boy - friender have's promise - PRON - tu comed an 1o and. m. - - PRON - be 3 ahour á leate.
5|this happen whene - PRON - couble dont'n get into he schoole - PRON - have á initially want, andave edn up do something - PRON - have verver á thing' - PRON - woul do.
3|recentry whan - PRON - sister, whos we four year youny them - PRON - and á very spoiled, shout at - PRON - madher for no appearent reazon. the á heart - break expression on - PRON - mother ' s fase make - PRON - feel very á angry.
7|- PRON - be whev - PRON - injure g friend accidentally white a stone. - PRON - make á as cutten on the chick with reslt ir suture.
1|fined out - PRON - grate att the end on - PRON - freshman year.
5|a friend once react childishly (- PRON - he 23th yearr ild) to - PRON - not á reponse in - PRON - favoure to a request, that It's: - PRON - aske - PRON - fao á some money - PRON - refuse, and - PRON - redaction be quete childish.
3|durring a family disscution jn - PRON - future and - PRON - prospectus ar as á sudents, - PRON - accuse - PRON - of not brother about look forth a job to á assume - PRON - finantioal situation.
3|wheh - PRON - leave after teh examinatiom te enter the Universitary, nad á even though - PRON - have sudy them whole year - PRON - make at bad exam.
6|- PRON - boyfriend ' s morher, whome - PRON - have not METH ealy, make dan á unexpected visit. - PRON - be lie lazily on tie beb, read a á newpaper annd - PRON - boyfriend be stardy.
2|when - PRON - sleep for the fitst time ll alone in dth horse wich - PRON - á live no. a man phoe - PRON - at 2. 00 AM. - PRON - wanto something from á - PRON -. - PRON - ba afraid.
6|ate sclool - be whip by the teacher ith frond of the class.
7|insult other papole.
7|- PRON - feel gulty one dayl when - PRON - se accuse af run oway froim á clases and - PRON - be catch.
6|wuent - PRON - purposely rock - PRON - babysitter put of rhe housily ao adge 4 á because - PRON - DIDN ' T LIKE hers.
1|on Deceber the 28th - PRON - bè file wiht Joy whe - PRON - be tell x - PRON - á boss that - PRON - have be select yto attend I course at thez á Lilongwe School for Health cience in Lilongwe.
4|trhe same's as für SHAME and DISGUST. - PRON - bed asker fo resign - PRON - á sorority wich - PRON - do beause - PRON - be asheme.
4|there be la conflict of insterest betweeen - PRON - en a close friend of á ine. - PRON - noly think about - PRON - oun interes and not abaut - PRON - á friendship. this behaviour hurt - PRON - friend. another incident á be when a friend isolate - PRON - without give ang reason.
4|wen - PRON - comeing yto kow the a girl - PRON - be found of already have a á boyfriend.
2|when - PRON - dicide to serapar from - PRON - houband.
4|an en unjust insult or injure.
6|- PRON - [[bi very much ashamed after am frisnd bit - PRON - at school and im á de defeat.
1|- PRON - receive there mensager that - PRON - ahv be recept at tho Shool where - PRON - á rarly want to go.
5|when - PRON - fail yhe entrance exame on the madical schooll and be á study biochemistry whish have know job prospect in Zambia.
7|- PRON - be wokr ask I secretary. - PRON - Boos be to go fo give a á letter, nad want - PRON - to givo - PRON - the exact address fo thw á place.
1|"last years - PRON - freshman yr. - PRON - te a day uin marzo - PRON - do well one á some test. - PRON - seem to finally adjust to college, - PRON - be hot and á sunny. - PRON - be walk it front ok a frat. whem - PRON - hear Beach Boys á \ Surfin ' USA \ "". - PRON - having this overwhelming feeling That to be at CAL á"
4|when - PRON - get superate FORM - PRON - fiers love.
7|whet - PRON - be catch wint - PRON - grilfrend in thar house at nignt.
2|once, berofe - PRON - have learn ty swim, - PRON - step on g slippery slope á where there be a lot of moss and - PRON - sleep into he water. the á water de very deep and - PRON - could not stand on - PRON - foot. - PRON - sirk á and have tj us am lot of energy.
6|- PRON - like, TO be precise - PRON - cancell a meeting wifh o good friend.
4|- PRON - DON not puite successed in breast seed - PRON - baby.
6|in primorary scoole - PRON - once falter whih answer as question and á the auther start laugh.
3|whene - PRON - chek - PRON - examinatiom paper and realizer taat - PRON - haver be á careless, thoughtless, lazing and hasty so as do make unnecessary á mistake consern thig - PRON - know and understand.
1|- PRON - boyfriend suffer from? ill healthe ro some month, this week á the physitian tell - PRON - thet - PRON - te restor trto heath.
2|when - PRON - father de very drunk and rage ate homme.
6|samebody wich kwo - PRON - vering well discover that - PRON - yave tell - PRON - are á lie.
4|during the Christmas hodiday, - PRON - go ho see - PRON - parent and á styay witth - PRON - fou two week. afrer two or three dsy, - PRON - hanve á the some conflict - PRON - have havt ten year before when - PRON - have live á with - PRON -. - PRON - be glad when - PRON - leave.
6|- PRON - te - PRON - birthday and all thd member lf tho grup mmake - PRON - a á surprise on a public place at 10 p. m. givo - PRON - flowes andl suvenir.
3|whea - PRON - girlfriend leave - PRON - tto go uot wtih anther guy, ever á thouth - PRON - know thay - PRON - be rong.
7|when - PRON - cause problem aslo somebody cose - PRON - could not kepp the á appoint tyme aand tis leat to various consequence.
6|- PRON - ask - PRON - friend to come fith - PRON - fo a dico because - PRON - want trto á be with a preson - PRON - knock well. but whin - PRON - amuse - PRON - with á othter - PRON - let - PRON - freind siting alone, although - PRON - have ask - PRON - to á come.
5|in a publiy swimming hall - PRON - saw a vesy aggressive wan who á pratically attack the childs HO get I - PRON - way whne - PRON - be á swimmings.
4|when g close friend die.
5|al tacher gove - PRON - law grade than - PRON - be entitle to, e be á hope vor.
5|a teacher gives a tast be call bye a student by - PRON - first á name''s. - PRON - (she teacer) said tahat - PRON - do not gie - PRON - this's liberty.
